Date of Sale (dd/mm/yyyy),Address,Postal Code,County, Price ,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
10/01/2018,"10 PRIORY GROVE, STILLORGAN, DUBLIN",,Dublin,700000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"10 THE CRESCENT, BODEN PARK, RATHFARNHAM DUBLIN 14",Dublin 16,Dublin,450000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"113 SEVEN OAKS, SARSFIELD RD, DUBLIN 10",Dublin 10,Dublin,60719.14,Yes,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"12 CANON HALL, CHURCH ST EAST, DUBLIN 3",,Dublin,335000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"12 Stratton Close, Adamstown Square, Adamstown",,Dublin,281938.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2018,"14 Hollywoodrath Road, Hollystown, Dublin",Dublin 15,Dublin,352423.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
10/01/2018,"153 ARDMORE DR, ARTANE, DUBLIN 5",Dublin 5,Dublin,420000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"16 MC MAHON ST, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,525000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"17 WINDSOR COURT, STRADBROOK RD, BLACKROCK",,Dublin,200000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"18 WINDSOR COURT, STRADBROOK RD, BLACKROCK",,Dublin,200000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"19 CUIL DUIN ROW, CITYWEST",,Dublin,264317.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2018,"19 Longview Place, Millers Glen, Swords",,Dublin,284141.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2018,"19 RIVERWOOD CHASE, CARPENTERSTOWN, DUBLIN 15",Dublin 15,Dublin,422000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"2 croftwell school road, rathcoole, co dublin",,Dublin,352422.90,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2018,"20 AVOCA HALL, AVOCA PARK, BLACKROCK",,Dublin,205000.00,Yes,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"223 RICHMOND COURT, DARTRY, DUBLIN 6",Dublin 6,Dublin,395000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"254 DELWOOD RD, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,477500.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"26 CLUNE RD, FINGLAS EAST, DUBLIN 11",Dublin 11,Dublin,295000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"26 THE PARK, BEAUMONT WOODS, BEAUMONT DUBLIN 9",Dublin 9,Dublin,420000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"27 ASHLAWN PARK, BALLYBRACK, DUBLIN",,Dublin,140000.00,Yes,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"28 Parkside Boulevard, Malahide Road, Dublin 13",Dublin 13,Dublin,352423.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2018,"29 GRAY ST, DUBLIN 8, DUBLIN",Dublin 8,Dublin,401000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"3 COOLMINE MEWS, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,365000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"31 AILESBURY MEWS, AILESBURY GARDENS, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"31 ST PETERS SQ, PHIBSBORO, DUBLIN 7",Dublin 7,Dublin,198000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"35 MONALOE AVENUE, BLACKROCK, CO DUBLIN",,Dublin,550000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"39 SEVEN OAK, SARSFIELD ROAD, BALLYFERMOT",Dublin 10,Dublin,68481.51,Yes,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"40 CORN EXCHANGE, POOLBEG ST, DUBLIN 2",Dublin 2,Dublin,315601.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"40 THE CRESCENT MILLBROOK LAWNS, TALLAGHT DUBLIN 2, DUBLIN",Dublin 15,Dublin,280000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"44 DEERPARK PLACE, KILTIPPER WAY, DUBLIN 24",Dublin 24,Dublin,175000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"45 BELGROVE LAWN, CHAPELIZOD, DUBLIN 20",Dublin 20,Dublin,545000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"45 ORWELL GATE, Marianella, RATHGAR",Dublin 6,Dublin,523325.00,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
10/01/2018,"5 AVOCA HALL, AVOCA PARK, BLACKROCK",,Dublin,215000.00,Yes,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"50 BERRYS CLOSE SPA RD, INCHICORE DUBLIN 8, DUBLIN",Dublin 8,Dublin,68119.83,Yes,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"50 CULLENSWOOD APTS, NORTHBROOK AVE, RANELAGH DUBLIN 6",Dublin 6,Dublin,150000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"51 LEOPARDSTOWN GROVE, LEOPARDSTOWN, DUBLIN 18",,Dublin,825000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"52 CULLENSWOOD HOUSE, NORTHBROOK AVE, RANELAGH DUBLIN 6",Dublin 6,Dublin,150000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"53 CANON HALL, CHURCH ST EAST, DUBLIN 3",Dublin 3,Dublin,340000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"6 EDWARD PLACE, BLOOMFIELD AVE, DONNYBROOK",Dublin 4,Dublin,420000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"61 Orwell Gate, Block A, Marianella",Dublin 6,Dublin,472488.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2018,"7 DAVID PARK, WHITWORTH RD, DRUMCONDRA DUBLIN 9",Dublin 9,Dublin,347000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"71 GOLDENBRIDGE AVE, INCHICORE, DUBLIN 8",Dublin 8,Dublin,306000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"72 MONTROSE CRESCENT, ARTANE, DUBLIN 5",Dublin 5,Dublin,414000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"88 KILDARE RD, CRUMLIN DUBLIN 12, DUBLIN",Dublin 12,Dublin,84846.08,Yes,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"92 LORETO ABBEY, RATHFARNHAM, DUBLIN 18",,Dublin,325000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"97 Ashfield Avenue, Ridgewood, Forrest Road",,Dublin,370000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2018,"APT 1, VERCHOYLE HOUSE, STEPHENS LANE DUBLIN 2",Dublin 2,Dublin,100000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"APT 36, GLASLYN, HOWTH RD DUBLIN 3",Dublin 3,Dublin,385000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"APT 66, 16 KINGS INNS ST, DUBLIN 1",Dublin 1,Dublin,355000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"APT 6, VERCHOYLE HOUSE, STEPHENS LANE DUBLIN 2",Dublin 2,Dublin,100000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"GREENWOOD, DUNDRUM, CO DUBLIN",,Dublin,495000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"SARINA, 429 GRIFFITH AVE, GLASNEVIN DUBLIN 9",Dublin 9,Dublin,785000.00,No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"Unit 27 Parkside Boulevard, Parkside, Malahide Road",Dublin 13,Dublin,350200.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/01/2018,"103 BOTHAR CHLANN RAGHNAILL, DOMHNACH CEARNA, BAC 5 DUBLIN 5",Dublin 5,Dublin,373000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"107 STONEPARK ABBEY, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,550000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"126 SHELMARTIN AVE, MARINO, DUBLIN 3",Dublin 3,Dublin,420000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"14 GRACEFIELD AVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,475000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"14B ARBUTUS AVENUE, PARNELL ROAD, DUBLIN 12",,Dublin,295000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"15 ROCKFORD PARK, BLACKROCK, DUBLIN",,Dublin,457000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"17 RUSSELL AVE, EAST WALL, DUBLIN 3",Dublin 3,Dublin,240000.00,Yes,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"18 THE BEECHES, MONKSTOWN VALLEY, MONKSTOWN",,Dublin,495000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"2 TEMPLEVIEW WALK, CLAREHALL, MALAHIDE RD DUBLIN 13",Dublin 13,Dublin,330000.00,Yes,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"20 AUBURN AVE, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,880000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"23 ROSEDALE CLOSE, NAVAN RD, DUBLIN 15",Dublin 15,Dublin,200000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"3 FORBES LANE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,260000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"32 SHREWSBURY, SHRESBURY PARK, DUBLIN 4",,Dublin,850000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"3A DERRYNANE GARDENS, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,665000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"43 CAMDEN LOCK, GRAND CANAL QUAY, RINGSEND DUBLIN 4",Dublin 4,Dublin,497000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"6 RATHBORNE PLACE, ASHTOWN, DUBLIN 15",Dublin 15,Dublin,330000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"63 ST ALBANS PARK, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,725250.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"64 ST CONLETHS RD, WALKINSTOWN DUBLIN 12, DUBLIN",Dublin 12,Dublin,336000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"65 DUNSINK DR, FINGLAS, DUBLIN 11",Dublin 11,Dublin,195000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"74 KILBARRON AVENUE, COOLOCK, DUBLIN 5",Dublin 5,Dublin,250000.00,Yes,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"8 Grace Park Grove, Grace Park Wood, Grace Park Road",Dublin 9,Dublin,423000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/01/2018,"89 FAIRLAWN RD, FINGLAS SOUTH, DUBLIN 11",Dublin 11,Dublin,175000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"9 PARKSIDE COURT, PARKSIDE, MALAHIDE ROAD",,Dublin,339207.04,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/01/2018,"ROCKLANDS, THE BOWER, BALBRIGGAN",,Dublin,650000.00,No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"ROCKVILLE LODGE, NEWTOWNPARK AVE, BLACKROCK",,Dublin,745000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"1 LANESBOROUGH SQAUARE, ST MARGARETS RD, DUBLIN 11",Dublin 11,Dublin,188000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"1 Parkside Heath, Parkside, Malahide Road",,Dublin,317180.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/2018,"10 HIGHLAND GROVE, THE PARK, CABINTEELY DUBLIN 18",Dublin 18,Dublin,520000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"118 SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN",Dublin 8,Dublin,330000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"12 DEERPARK LAWN, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,1425000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"12 Larkfield Glade, Clay Farm, Leopardstown",Dublin 18,Dublin,427313.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/2018,"12 SADDLERS GLADE, MULHUDDART, DUBLIN",Dublin 15,Dublin,260000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"12 THOMAS DAVIS ST WEST, INCHICORE, DUBLIN 8",Dublin 8,Dublin,245000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"13 OTTERBROOK, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,390000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"14 Ashfield Grove, Ridgewood, Swords",,Dublin,317100.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/2018,"14 KENNELSFORT RD UPPER, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,322000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"146 FOREST HILLS, RATHCOOLE, DUBLIN",Dublin 24,Dublin,280000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"147 COLLINS AVE EAST, KILLESTER, DUBLIN 5",Dublin 5,Dublin,290000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"148 KILDARE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,291000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"18 HOLLY PARK, CORBAWN LANE, SHANKILL",Dublin 18,Dublin,500000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"19 GREEN CASTLE AVE, COOLOCK, DUBLIN 17",Dublin 17,Dublin,235000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"19 MEADOWFIELD, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,128783.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"19 MOUNT PROSPECT PARK, CLONTARF, DUBLIN 3",Dublin 3,Dublin,142812.50,Yes,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"2 ASHFIELD GREEN, BALBRIGGAN, DUBLIN",,Dublin,242500.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"2 GREEN PARK, ORWELL RD, RATHGAR DUBLIN 14",Dublin 14,Dublin,1650000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"202 GALLOPING GREEN, STILLORGAN RD, CO DUBLIN",,Dublin,355000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"21 HOLYWELL DENE, SWORDS, CO DUBLIN",,Dublin,257000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"21 LYMEWOOD MEWS, SANTRY, DUBLIN 9",Dublin 9,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"211 CLOGHER ROAD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,340000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"24 MOUNT DRUMMOND SQ, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,490000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"26 MERLYN RD, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,920000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"267 MALAHIDE MARINA VILLAGE, MALAHIDE, DUBLIN",,Dublin,285000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"27C LANDSDOWNE VALLEY, SLIEVEBLOOM RD, DRIMNAGH",Dublin 12,Dublin,213000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"28 KILMACUD PARK, STILLORGAN, DUBLIN",,Dublin,660000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"29 SHELTON PARK, KIMMAGE RD WEST, DUBLIN 12",Dublin 12,Dublin,535000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"3 HARCOURT LODGE, INCHICORE, DUBLIN 8",Dublin 8,Dublin,294000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"3 PODDLE GREEN, PODDLE PARK RD, KIMMAGE DUBLIN 12",Dublin 12,Dublin,330000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"3 THE GROVE, WOODPARK, BALLINTEER DUBLIN 16",Dublin 16,Dublin,450000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"30 ARANLEIGH MOUNT, RATHFARNHAM, DUBLIN 16",Dublin 14,Dublin,615000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"30 WAINSFORT MANOR CRESCENT, WAINSFORT MANOR, TERENURE DUBLIN 6W",,Dublin,550000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"328 GRACE PARK MANOR, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,300000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"38 OAKDALE CLOSE, BALLYCULLEN, DUBLIN 24",Dublin 24,Dublin,140000.00,Yes,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"39d McKelvey Avenue, Finglas, Dublin 11",Dublin 11,Dublin,264317.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/2018,"4 ASHLEIGH COURT, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,266000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"4 Larkfield Glade, Clay Farm, Leopardstown",,Dublin,427312.80,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/2018,"4 MARTELLO TERRACE, STRAND RD, SUTTON DUBLIN 13",Dublin 13,Dublin,100000.00,Yes,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"40 The Way, The Paddocks, Hansfield",,Dublin,259911.90,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
12/01/2018,"42 FOXHILL AVE, AYRFIELD, BALDOYLE",Dublin 13,Dublin,340000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"43 WALNUT LAWN, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,625000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"44 BEECH PARK DR, FOXROCK, DUBLIN 18",Dublin 18,Dublin,792500.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"44 MYRTLE HOUSE, LONGFIELD RD, THE COAST DUBLIN 13",Dublin 13,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"45 THE MALTINGS, BONHAM ST, DUBLIN",Dublin 8,Dublin,187000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"46 HYBRAZIL, SOUTH CIRCULAR, KILMAINHAM DUBLIN 9",Dublin 9,Dublin,190000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"47 KINCORA GROVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,705000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"5 CEOL NA MARA, RUSH, DUBLIN",,Dublin,218000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"5 MONASTERY GATE AVE, MONASTERY RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,257000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"53 Orwell Gate, Block A, Marianella",Dublin 6,Dublin,493392.07,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/2018,"53 WYNBERG PARK, BLACKROCK, DUBLIN",,Dublin,660000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"55 BRIDGEWATER QUAY, ISLANDBRIDGE, CONNINGHAM RD",Dublin 8,Dublin,410000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"59 MAYESTON CRESENT, ST MARGARETS RD, FINGLAS DUBLIN 11",Dublin 11,Dublin,205000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"64 BOROIMHE BEECH, SWORDS, DUBLIN",,Dublin,277500.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"65 LISDALE AVE, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,265000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"67 CABRA ROAD, DUBLIN 7",Dublin 7,Dublin,470000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"68 MOUNTAIN VIEW, CRINKEN GLEN, SHANKILL",Dublin 18,Dublin,430000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"7 ENGLEBERG COURT, LOWER MOUNTAIN ROAD, DUN LAOGHAIRE",,Dublin,425000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"7 PARKVIEW COURT, HAROLDCROSS RD, HAROLDCROSS DUBLIN 6",,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"74 THE VILLAGE, PORTERSTOWN RD, CLONSILLA DUBLIN 15",Dublin 15,Dublin,300000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"76 RATHDRUM RD, DUBLIN 12, DUBLIN",Dublin 12,Dublin,295000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"76, O MOORE ROAD, BALLYFERMOT DUBLIN 10",Dublin 10,Dublin,93900.00,Yes,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"8 BEECHWOOD COURT, STILLORGAN RD, BLACKROCK",,Dublin,700000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"83 Silken Park Avenue, Old Naas Road, Kingswoo",Dublin 24,Dublin,264273.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/2018,"84 GRANGE RD, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,440000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"9 MEADOW DR, HARTSTOWN CLONSILLA, DUBLIN 15",Dublin 15,Dublin,242000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"92 SHREWSBURY PARK, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,547500.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"ALBANY LODGE, ALBANY AVE, MONKSTOWN",,Dublin,2200000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"APT 200 BLOCK H, TRAMYARD, INCHICORE DUBLIN 8",Dublin 8,Dublin,272500.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"APT 39, ST LUKES GATE, THE COOMBE",Dublin 8,Dublin,225000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"APT 3, CLEARWATER APTS, COAST RD",,Dublin,525000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"APT 5, 17 MARKS ALLEY WEST, DUBLIN",Dublin 8,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"APT 5, SACKVILLE COURT, BLESSINGTON STREET",Dublin 7,Dublin,188000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"APT 7, 17 MARKS ALLEY WEST, DUBLIN",Dublin 8,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"APT 87 BLOCK D, THE GALLERY TURVEYWALK, DONABATE",,Dublin,225000.00,No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"Site 5, Airpark Square, Rathfarnham",,Dublin,216061.82,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/01/2018,"6 the crescent, scholarstown wood, scholarstown rd",Dublin 16,Dublin,406550.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/01/2018,"APARTMENT 140 RATHMINES TOWN CENTRE, RATHMINES, DUBIN 6",Dublin 6,Dublin,315000.00,No,No,Second-Hand Dwelling house /Apartment,
15/01/2018,"1 Grace Park Grove, Grace Park Wood, Grace Park Road",,Dublin,475770.92,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/01/2018,"11 Dodderbrook Avenue, Oldcourt Road, Ballycullen",Dublin 24,Dublin,339218.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/01/2018,"12 ROCKVIEW, BLACKGLEN RD, SANDYFORD DUBLIN 18",Dublin 18,Dublin,290000.00,No,No,Second-Hand Dwelling house /Apartment,
15/01/2018,"13 GRANGE MANOR DR, RATHFARNHAM, DUBLIN 16",Dublin 16,Dublin,553000.00,No,No,Second-Hand Dwelling house /Apartment,
15/01/2018,"135 FORESTED HILLS, RATHCOOLE, CO DUBLIN",,Dublin,283000.00,No,No,Second-Hand Dwelling house /Apartment,
15/01/2018,"14 TULLYHALL CRESCENT, LUCAN, DUBLIN",,Dublin,268000.00,No,No,Second-Hand Dwelling house /Apartment,
